"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","CCN_4","CCA_4","TYPE_4","ENGTYPE_4"
384,201,"SEN","Senegal",13,"Thiès",41,"Thiès",106,"Keur Moussa",384,"Keur Moussa","",722030,"7220303","Commune","Commune"
385,201,"SEN","Senegal",13,"Thiès",41,"Thiès",107,"Notto",385,"Notto","",722010,"7220101","Commune","Commune"
386,201,"SEN","Senegal",13,"Thiès",41,"Thiès",107,"Notto",386,"Tassette","",722010,"7220102","Commune","Commune"
387,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",387,"Ndieyene Sirakh","",722020,"7220201","Commune","Commune"
388,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",388,"Ngoudiane","",722020,"7220202","Commune","Commune"
389,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",389,"Thienaba","",722020,"7220203","Commune","Commune"
390,201,"SEN","Senegal",13,"Thiès",41,"Thiès",108,"Thienaba",390,"Touba Toul","",722020,"7220204","Commune","Commune"
391,201,"SEN","Senegal",13,"Thiès",41,"Thiès",109,"Thies Nord",391,"Thies Nord","",723011,"7230111","Commune","Commune"
392,201,"SEN","Senegal",13,"Thiès",41,"Thiès",110,"Thies Sud",392,"Thies Est","",723012,"7230121","Commune","Commune"
393,201,"SEN","Senegal",13,"Thiès",41,"Thiès",110,"Thies Sud",393,"Thies Ouest","",723012,"7230122","Commune","Commune"
394,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",111,"Meouane",394,"Meouane","",732010,"7320101","Commune","Commune"
395,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",111,"Meouane",395,"Taiba Ndiaye","",732010,"7320102","Commune","Commune"
396,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",112,"Mequane",396,"Darhou Khoudoss","",732010,"7320103","Commune","Commune"
397,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",113,"Merina Dakhar",397,"Koul","",732020,"7320201","Commune","Commune"
398,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",113,"Merina Dakhar",398,"Merina Dakhar","",732020,"7320202","Commune","Commune"
399,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",113,"Merina Dakhar",399,"Pekesse","",732020,"7320203","Commune","Commune"
400,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",400,"Mbayene","",732030,"7320301","Commune","Commune"
401,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",401,"Ngandiouf","",732030,"7320302","Commune","Commune"
402,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",402,"Niakhene","",732030,"7320303","Commune","Commune"
403,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",114,"Niakhene",403,"Thilmakha","",732030,"7320304","Commune","Commune"
404,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",404,"Cherif Lo","",732040,"7320401","Commune","Commune"
405,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",405,"Mont Roland","",732040,"7320402","Commune","Commune"
406,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",406,"Notto Gouye Diama","",732040,"7320403","Commune","Commune"
407,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",407,"Pambal","",732040,"7320405","Commune","Commune"
408,201,"SEN","Senegal",13,"Thiès",42,"Tivaouane",115,"Pambal",408,"Pire Goureye","",732040,"7320404","Commune","Commune"
409,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",116,"Kataba I",409,"Djinaky","",212040,"2120401","Commune","Commune"
410,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",116,"Kataba I",410,"Kafountine","",212040,"2120402","Commune","Commune"
411,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",116,"Kataba I",411,"Kataba I","",212040,"2120403","Commune","Commune"
412,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",412,"Djibidione","",212010,"2120101","Commune","Commune"
413,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",413,"Oulampane","",212010,"2120102","Commune","Commune"
414,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",414,"Sindian","",212010,"2120103","Commune","Commune"
415,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",117,"Sindian",415,"Suelle","",212010,"2120104","Commune","Commune"
416,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",416,"Balingore","",212020,"2120201","Commune","Commune"
417,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",417,"Diegoune","",212020,"2120202","Commune","Commune"
418,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",418,"Karthiack","",212020,"2120203","Commune","Commune"
419,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",419,"Mangagoulack","",212020,"2120204","Commune","Commune"
420,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",118,"Tendouck",420,"Mlomp","",212020,"2120205","Commune","Commune"
421,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",421,"Coubalan","",212030,"2120301","Commune","Commune"
422,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",422,"Niamone","",212030,"2120302","Commune","Commune"
423,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",423,"Ouonck","",212030,"2120303","Commune","Commune"
424,201,"SEN","Senegal",14,"Ziguinchor",43,"Bignona",119,"Tenghory",424,"Tenghory","",212030,"2120304","Commune","Commune"
425,201,"SEN","Senegal",14,"Ziguinchor",44,"Oussouye",120,"Cabrousse",425,"Diembering","",222010,"2220101","Commune","Commune"
426,201,"SEN","Senegal",14,"Ziguinchor",44,"Oussouye",120,"Cabrousse",426,"Santhiaba Manjacque","",222010,"2220102","Commune","Commune"
427,201,"SEN","Senegal",14,"Ziguinchor",44,"Oussouye",121,"Loudia Ouolof",427,"Mlomp","",222020,"2220201","Commune","Commune"
428,201,"SEN","Senegal",14,"Ziguinchor",44,"Oussouye",121,"Loudia Ouolof",428,"Oukout","",222020,"2220202","Commune","Commune"
429,201,"SEN","Senegal",14,"Ziguinchor",45,"Ziguinchor",122,"Niaguis",429,"Adeane","",232010,"2320101","Commune","Commune"
430,201,"SEN","Senegal",14,"Ziguinchor",45,"Ziguinchor",122,"Niaguis",430,"Boutoupa Camara Counda","",232010,"2320102","Commune","Commune"
431,201,"SEN","Senegal",14,"Ziguinchor",45,"Ziguinchor",122,"Niaguis",431,"Niaguis","",232010,"2320103","Commune","Commune"
432,201,"SEN","Senegal",14,"Ziguinchor",45,"Ziguinchor",123,"Nyassia",432,"Enampore","",232020,"2320201","Commune","Commune"
433,201,"SEN","Senegal",14,"Ziguinchor",45,"Ziguinchor",123,"Nyassia",433,"Nyassia","",232020,"2320202","Commune","Commune"
