index;time;month;year;day;Sédhiou;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès;Louga;Fatick;Kédougou;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1;Thiès.1;Kédougou.1;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
78;29020;6;2029;15;103.25551395;83.5013843409;130.445040452;56.1313248567;51.1207440804;98.9332677099;56.6373742267;38.9440445888;85.1794975759;130.083431279;143.274926723;97.8001671591;52.2404302976;125.950380175;132.722877434;103.255516052;56.6373710632;130.083435059;103.255516052;56.6373710632;130.083435059
79;29385;6;2030;15;244.025282373;284.758763771;222.78627563;591.295544628;121.730314339;222.431203487;473.508798383;309.486384878;407.361200563;250.865374995;265.073514715;248.520084899;582.017557276;191.615866246;204.283166546;244.025283813;473.508789062;250.865371704;244.025283813;473.508789062;250.865371704
80;29750;6;2031;15;147.237189372;154.885669152;143.280960344;146.667756569;215.625760521;185.804649326;131.376494429;140.37070174;142.141470879;349.950800032;170.708722299;185.39311107;125.576879653;177.787660764;222.52855586;147.237182617;131.376495361;349.950805664;147.237182617;131.376495361;349.950805664
81;30116;6;2032;15;69.884216823;241.112679655;68.128816435;100.946192821;71.754786848;199.526245819;181.569142735;192.090318174;237.01479842;97.1868674789;264.239033537;150.973868005;341.111717366;128.174430115;62.1748527696;69.8842163086;181.569152832;97.1868667603;69.8842163086;181.569152832;97.1868667603
82;30481;6;2033;15;204.442485715;118.376301947;266.564756898;85.6768300354;82.8504379096;331.391788003;80.9799919616;41.8688863273;128.281925712;118.797015475;82.6000509694;164.604209831;62.6799314798;202.051690102;170.342325934;204.442489624;80.9799957275;118.797012329;204.442489624;80.9799957275;118.797012329
83;30846;6;2034;15;314.400470161;149.168028155;343.742470167;107.829577499;60.5819863851;113.311179683;115.130017375;72.0176138303;155.936247508;296.515278406;113.809032941;157.426585946;119.519101318;141.474245039;295.563251944;314.40045166;115.130012512;296.515289307;314.40045166;115.130012512;296.515289307
84;31211;6;2035;15;126.090061391;104.985893038;219.248104281;397.721242231;318.945136568;309.418047359;244.719784628;235.442683115;117.503530392;266.747817672;144.142434488;245.163850834;116.107965819;286.37011533;135.949448148;126.090057373;244.719787598;266.747802734;126.090057373;244.719787598;266.747802734
85;31577;6;2036;15;223.591333696;142.053422827;211.61971895;134.983184178;35.8455652352;114.876863281;183.635827906;103.066055363;159.518852176;263.688858999;106.218522348;147.400429841;151.068886738;149.601876732;287.999728528;223.591339111;183.63583374;263.688873291;223.591339111;183.63583374;263.688873291
86;31942;6;2037;15;148.505860954;67.727659395;206.30990804;47.1046468629;10.6888639151;73.5224320815;51.8444630408;24.2251338917;70.2408497075;170.028986888;51.3744633799;78.2897289452;38.2771925189;64.0170472327;135.532871009;148.505859375;51.8444633484;170.028991699;148.505859375;51.8444633484;170.028991699
87;32307;6;2038;15;127.836872734;77.904652021;174.943845107;190.542112807;168.575085793;147.976260706;114.275152495;87.6625181041;108.121586998;250.903419536;85.9002464827;143.39850675;46.8325360033;147.698687621;180.082572535;127.836875916;114.275154114;250.903427124;127.836875916;114.275154114;250.903427124
88;32672;6;2039;15;212.07193311;158.745906388;170.126467287;146.481948283;103.068130894;142.498063323;235.809090143;149.404595218;250.375812227;154.827940153;122.867108943;163.843850947;316.571396561;169.941920067;208.923092315;212.071929932;235.80909729;154.827941895;212.071929932;235.80909729;154.827941895
89;33038;6;2040;15;128.81217037;65.8306066136;199.7062798;62.6968486458;110.538055968;261.855828231;100.875729421;139.180074123;84.5888615368;154.441699011;110.901167258;156.635848429;86.2018454561;160.126622172;176.561442487;128.812164307;100.875732422;154.441696167;128.812164307;100.875732422;154.441696167
90;33403;6;2041;15;147.574147427;155.679696702;155.303029386;195.09613743;82.3020237514;219.397879501;148.245140289;99.1871266256;156.350525175;167.603600513;145.529139245;155.507358875;142.453105479;171.012159071;227.503363857;147.574142456;148.245147705;167.603591919;147.574142456;148.245147705;167.603591919
