index;time;month;year;day;Sédhiou;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès;Louga;Fatick;Kédougou;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1;Thiès.1;Kédougou.1;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
68;25367;6;2019;15;158.13224708;83.0526971352;148.815646394;55.4221446807;23.0238003138;31.3421643736;63.3849370212;34.164468782;98.5447222441;182.270771057;56.4101371553;83.3370940694;65.1552286482;98.3360109574;164.440812048;158.132247925;63.3849372864;182.270767212;158.132247925;63.3849372864;182.270767212
69;25733;6;2020;15;254.707885507;228.015554663;296.99537179;64.8659792572;44.7806410446;80.9231853623;71.7211264914;37.8890553238;187.738979569;260.609706685;173.507953956;151.177903913;63.9123909664;187.894164964;271.330913048;254.707885742;71.7211303711;260.609710693;254.707885742;71.7211303711;260.609710693
70;26098;6;2021;15;95.4108156413;69.9473523252;116.244290728;59.3156715762;50.4636300138;73.9084320845;55.653337412;59.4972418179;67.3260345665;250.842351215;78.5071553543;104.338094717;59.0931993752;142.625834616;128.346194976;95.4108123779;55.6533355713;250.842346191;95.4108123779;55.6533355713;250.842346191
71;26463;6;2022;15;163.829606703;90.8333278086;174.838620783;173.097252714;107.910721753;102.35446062;131.778838377;83.0422207097;103.919223037;188.45615115;107.984162344;131.813493808;126.01387995;159.967555445;162.540408683;163.829605103;131.778839111;188.45614624;163.829605103;131.778839111;188.45614624
72;26828;6;2023;15;75.310467545;51.6304664152;89.5722060073;63.2999943477;113.506569426;130.187469438;55.4187207231;73.7136396273;54.362787323;79.4594327972;74.1554072249;93.4029221159;57.2436803491;107.004187593;101.84112509;75.3104705811;55.4187202454;79.4594345093;75.3104705811;55.4187202454;79.4594345093
73;27194;6;2024;15;141.150467542;174.210913023;98.9625195525;61.5284520304;48.63162673;108.543221868;83.2994839762;72.5343810834;153.731175217;86.5563770324;167.554659161;101.820019029;63.1782337289;97.7721355652;195.980176086;141.150466919;83.2994842529;86.5563735962;141.150466919;83.2994842529;86.5563735962
74;27559;6;2025;15;88.3439131227;72.721999494;84.9732794983;78.9828617148;180.700621323;113.722582823;69.1907746209;157.598835061;79.8700304853;165.140217397;72.036106217;110.746422516;73.1632784797;69.2294437409;115.016716537;88.3439102173;69.1907730103;165.140213013;88.3439102173;69.1907730103;165.140213013
75;27924;6;2026;15;76.690501464;75.8710334523;89.6955099551;64.3891631894;62.5786664868;54.5390218199;107.952923547;89.2782816715;79.3978872494;152.629440511;85.6803078943;86.8899115059;136.055099937;90.0102567041;73.8656649811;76.6904983521;107.952926636;152.629440308;76.6904983521;107.952926636;152.629440308
76;28289;6;2027;15;308.736079501;163.80837788;359.463267031;86.3379352115;45.3230739241;176.185561839;73.0085106221;77.4728286496;132.337490109;199.113340315;165.497404007;176.477578974;90.9322540191;237.134481405;218.920240516;308.736083984;73.0085067749;199.113342285;308.736083984;73.0085067749;199.113342285
77;28655;6;2028;15;171.457210231;99.8976350662;191.838431791;93.3127813891;74.3434410219;108.489473809;112.811708137;122.13051083;96.5751588914;189.511499215;134.127423981;140.05405792;134.392594671;182.244920412;122.714134261;171.457214355;112.811706543;189.511505127;171.457214355;112.811706543;189.511505127
78;29020;6;2029;15;82.8869860181;42.8565868066;66.6970250037;37.0918791826;94.4738127652;104.131663674;62.7885522668;112.033270748;41.6967308914;124.602322864;52.0898519082;96.9431963525;49.0268810124;120.391858275;131.391595581;82.8869857788;62.7885513306;124.602325439;82.8869857788;62.7885513306;124.602325439
79;29385;6;2030;15;161.628378247;118.121849485;235.202390006;79.3239698978;27.3525888859;75.7837848288;72.7570447142;37.4718385812;101.179394864;161.169075589;88.9690603706;103.150024071;65.3193871839;124.027987182;140.487796519;161.628372192;72.7570419312;161.169082642;161.628372192;72.7570419312;161.169082642
80;29750;6;2031;15;186.565939125;130.335728657;147.57102961;88.4123736111;63.3441045803;57.5279952587;72.8317001064;54.8990018244;116.268910174;140.253573604;59.5766726374;88.9270661791;51.3523619752;60.0111644537;278.157622725;186.565933228;72.831703186;140.253570557;186.565933228;72.831703186;140.253570557
81;30116;6;2032;15;78.0685195796;130.539776703;87.3308125366;213.967172968;60.0832057679;226.942823814;201.90352186;169.296770002;166.849827368;141.800756723;185.524375541;147.90660001;235.569231696;136.611623302;102.211781609;78.0685195923;201.903518677;141.800750732;78.0685195923;201.903518677;141.800750732
82;30481;6;2033;15;104.812960593;68.1475475927;109.815640329;30.2661437435;25.6385354344;38.5699392973;30.7680968687;26.0535488077;52.7371640878;230.582485697;74.3576815862;80.5391381528;32.9124292617;108.761848127;120.682745306;104.812957764;30.7680969238;230.582489014;104.812957764;30.7680969238;230.582489014
83;30846;6;2034;15;108.692615117;105.498574507;106.321620248;191.863075319;99.8895802628;198.489199707;190.683881296;175.16853644;121.693550217;167.955645235;127.797774965;148.363718248;183.019144883;143.41873623;121.78987521;108.692611694;190.683883667;167.9556427;108.692611694;190.683883667;167.9556427
84;31211;6;2035;15;80.0961015531;56.0984070145;119.325342732;77.7233343706;62.1648527876;97.3903014408;92.6841672457;109.762840893;68.51733439;224.777344056;74.8797677553;111.731409377;77.9339643737;130.234951793;137.229143265;80.0960998535;92.6841659546;224.77734375;80.0960998535;92.6841659546;224.77734375
85;31577;6;2036;15;97.0563441894;81.2006702485;98.6055100309;73.5937383613;24.7519937816;76.7958197253;83.0713504797;54.3878324792;90.7830578228;150.471085127;98.1607736526;84.9381325294;114.036180267;92.8189613428;117.12083582;97.0563430786;83.0713500977;150.471084595;97.0563430786;83.0713500977;150.471084595
86;31942;6;2037;15;97.7446249068;67.3380819937;102.514867782;63.2540592428;66.7049458704;50.0986889714;71.3117229258;75.0980881356;70.5983311264;203.357380082;78.3692306412;91.5611183335;77.1762525155;101.945895392;121.03290338;97.7446289062;71.3117218018;203.357376099;97.7446289062;71.3117218018;203.357376099
87;32307;6;2038;15;113.604680059;58.1587912657;118.221504433;44.7675905583;66.0073795502;96.4882058886;53.3646048511;82.2350463075;61.3116688398;70.6401345595;68.9789427283;77.5702246516;61.2801349803;60.3297041222;103.925548736;113.604675293;53.36460495;70.6401367188;113.604675293;53.36460495;70.6401367188
88;32672;6;2039;15;146.511877228;81.7497452306;102.779308935;45.2699703159;79.2926980145;102.258483012;98.1427937016;157.837137341;98.726814101;149.783259287;121.32515804;126.071066648;122.186341286;146.215958592;196.335177352;146.511871338;98.1427993774;149.78326416;146.511871338;98.1427993774;149.78326416
89;33038;6;2040;15;108.441250954;53.1362126009;183.115546805;41.4537246021;30.6174990059;94.0207178124;37.4291275956;33.3869545135;46.4622603176;280.005743569;71.7603131676;118.506978713;34.9538704484;201.467528355;98.3010436664;108.441253662;37.4291267395;280.005737305;108.441253662;37.4291267395;280.005737305
